gene_symbol,ac_total,n_variants,ac_nmd_triggering,n_triggering,ac_nmd_evading,n_evading,ac_synonymous_nmd_triggering,ac_synonymous_nmd_evading,n_synonymous_variants_nmd_triggering,n_synonymous_variants_nmd_evading,log_odds_t1,se_log_or_t1,ci_lower_t1,ci_upper_t1,z_score_t1,p_value_t1,n_rare_t2,n_common_t2,af_split_t2,ac_rare_triggering_t2,ac_rare_evading_t2,ac_common_triggering_t2,ac_common_evading_t2,n_rare_triggering_t2,n_rare_evading_t2,n_common_triggering_t2,n_common_evading_t2,log_odds_t2,se_log_or_t2,ci_lower_t2,ci_upper_t2,z_score_t2,p_value_t2,p_value_combined,p_value_fdr_t1,p_value_fdr_t2,p_value_fdr_combined
LIPN,22,12,19.0,10.0,3.0,2.0,100030.0,14286.0,158.0,78.0,-0.22850860699037945,0.5805827504305296,-1.366429887879424,0.9094126738986652,-0.3935849055469345,0.6938875271989515,6,6,6.58449e-06,5,1,14,2,5,1,5,1,0.45857493342211275,1.1478024070920168,-1.7910764458466215,2.7082263126908472,0.39952428274124524,0.6895069350283323,0.8311578676256882,0.7529417848329049,,0.8701564772503539
LMAN1,18,10,17.0,9.0,1.0,1.0,55556.0,21006.0,219.0,58.0,1.4841671655201658,0.8508085141889917,-0.18338688003029358,3.151721211070625,1.7444197381298008,0.08108592568059325,5,5,6.57557e-06,4,1,13,0,4,1,5,0,2.1972245773362196,1.7213259316477407,-1.1765122543482072,5.570961409020646,1.2764721293851213,0.20178867288734137,0.08365644091096078,0.12808705959279554,,0.13826550650561573
LMF1,40,13,31.0,10.0,9.0,3.0,179756.0,19700.0,416.0,123.0,-1.0122633939249281,0.37022359845764596,-1.737888313128733,-0.28663847472112336,-2.734194681651911,0.006253305931364802,7,6,1.31347e-05,7,1,24,8,6,1,4,2,-0.5508309583796898,0.9790114326983836,-2.4696581069214805,1.3679961901621012,-0.562639965154923,0.5736800721936306,0.023785620233463468,0.014458348923441179,,0.04824696831446851
LOXHD1,168,34,168.0,34.0,0.0,0.0,204479.0,58421.0,1312.0,270.0,4.567299177161376,1.4163180170966982,1.7913668729966625,7.343231481326089,3.22476952353106,0.0012607412089905281,17,17,6.66294e-06,17,0,151,0,17,0,17,0,2.1583847440199553,2.015872892126104,-1.792653521957806,6.109423009997716,1.0706948600035724,0.2843066546857391,0.0032021902059764296,0.0035026039813978098,0.47277960554482457,0.00846801410024878
LPA,113,38,113.0,38.0,0.0,0.0,356895.0,40626.0,940.0,56.0,3.251927558683791,1.4173348189837227,0.4740023594410978,6.029852757926484,2.2943961547600544,0.021767753834719152,19,19,6.58163e-06,19,0,94,0,19,0,19,0,1.5781853689299958,2.0154066740645824,-2.371939126438241,5.528309864298233,0.7830605054746503,0.4335915821577334,0.053448967598681105,0.042005881724295875,,0.09422855028508223
LRBA,21,16,19.0,14.0,2.0,2.0,143416.0,26260.0,1138.0,329.0,0.35643665844669137,0.6718088299408869,-0.9602844527334409,1.6731577696268236,0.5305626281781003,0.5957218989086748,8,8,6.57592e-06,7,1,12,1,7,1,7,1,0.5108256237659907,1.2436505404118419,-1.9266846447949943,2.948335892326976,0.41074691576689054,0.6812581214683925,0.7718253488749892,0.6730149300961927,,0.8265641318735667
LRP5,10,10,10.0,10.0,0.0,0.0,292317.0,5214.0,1056.0,133.0,-0.9818748960190877,1.4475611521164775,-3.8190426195866904,1.855292827548515,-0.6782959701450191,0.4975840532808504,5,5,6.56892e-06,5,0,5,0,5,0,5,0,0.0,2.088931871468374,-4.094231234235866,4.094231234235866,0.0,1.0,0.8448931374009536,0.5767451526664402,,0.8806623359186583
LRRK2,41,24,41.0,24.0,0.0,0.0,628118.0,148255.0,1178.0,57.0,2.97504890154517,1.422710343924851,0.18658786701986863,5.763509936070472,2.0911135666152965,0.03651788485569826,12,12,1.31392e-05,13,0,28,0,12,0,12,0,0.7472144018302211,2.027106754310764,-3.22584182943676,4.720270633097202,0.36861127330429194,0.7124174915432775,0.12094944362953193,0.0645390341261598,,0.1881435789792719
LRSAM1,15,13,15.0,13.0,0.0,0.0,215552.0,1497.0,381.0,67.0,-1.5354202438703393,1.4370763890294764,-4.352038209400985,1.2811977216603063,-1.0684332827340368,0.2853251104295197,7,6,6.56996e-06,7,0,8,0,7,0,6,0,0.125163142954006,2.061790579122153,-3.9158721357893946,4.166198421697406,0.06070604076932808,0.9515933207181332,0.6254973982737723,0.36574888482347767,,0.7134267449959638
LZTR1,92,27,92.0,27.0,0.0,0.0,78089.0,771.0,515.0,79.0,0.6030816131138028,1.4184920841900208,-2.177111784253796,3.383275010481402,0.42515684072933757,0.6707223442099786,14,13,6.57073e-06,14,0,78,0,14,0,13,0,1.688949975361834,2.020322838247532,-2.2708100247470697,5.648709975470737,0.8359802420621363,0.40316601837504973,0.6240597251456219,0.7378979256793908,,0.7134267449959638
MAD1L1,31,14,27.0,12.0,4.0,2.0,113118.0,3910.0,470.0,106.0,-1.554662090849967,0.5087734472705149,-2.5518397237904646,-0.5574844579094697,-3.0557060302389427,0.0022453127999324156,7,7,6.57479e-06,6,1,21,3,6,1,6,1,0.348952897844822,1.0736567114930557,-1.755375588441279,2.453281384130923,0.3250134741481369,0.7451708739460139,0.012369623872215409,0.005850924595444324,0.8290567854870923,0.027428296412303734
MAK,20,10,17.0,8.0,3.0,2.0,10396.0,126867.0,249.0,56.0,4.111111936138388,0.5856289023887075,2.963300379150799,5.258923493125978,7.01999494794344,2.218762681936739e-12,5,5,1.31425e-05,6,1,11,2,4,1,4,1,0.059719234701622215,1.1434462568271195,-2.1813942469366694,2.3008327163399134,0.052227408454975,0.9583474939419683,5.927532189405926e-11,1.8859482796462283e-11,0.9664394182016426,4.3631525600369393e-10
MAN2B1,33,15,33.0,15.0,0.0,0.0,208007.0,458.0,589.0,79.0,-1.912676504638215,1.4254952047865348,-4.706595766154372,0.881242756877942,-1.3417628471957117,0.17967290216176746,8,7,6.57168e-06,8,0,25,0,8,0,7,0,1.0986122886681098,2.0388385774989737,-2.8974378935207543,5.094662470856974,0.5388422118320757,0.5899957343077223,0.34391153306578004,0.24958453724416726,,0.43573976425863276
MAN2B2,50,14,39.0,11.0,11.0,3.0,598199.0,3744.0,719.0,84.0,-3.8396825771094862,0.33547236468998753,-4.4971963297103486,-3.182168824508624,-11.445600237914574,2.4738623187707505e-30,7,7,1.31378e-05,8,1,31,10,6,1,5,2,-0.6359887667199966,0.9546192185758272,-2.507008054078388,1.2350305206383945,-0.6662224626786925,0.5052689172663862,8.731565227001884e-29,5.887792318674386e-29,0.679816361412956,2.0110766361546274e-27
MAN2C1,33,22,31.0,20.0,2.0,2.0,73507.0,216.0,611.0,88.0,-3.2938553594114683,0.660589565043516,-4.588587115459739,-1.9991236033631976,-4.986235831918549,6.156698805190766e-07,11,11,6.57022e-06,10,1,21,1,10,1,10,1,0.7166776779701394,1.2145299734787962,-1.663757328192688,3.097112684132967,0.5900864479427781,0.5551326940020287,5.430553472724397e-06,3.052696490907088e-06,0.7175514298017489,2.438625899072465e-05
MANBA,24,14,24.0,14.0,0.0,0.0,172153.0,86120.0,407.0,93.0,3.1991812557577823,1.428577525700756,0.3992207562609571,5.999141755254607,2.2394173212185295,0.025128775382998878,7,7,6.58111e-06,7,0,17,0,7,0,7,0,0.8472978603872037,2.047065262876636,-3.164876328854021,4.859472049628428,0.413908572312218,0.6789410656618304,0.08651547777729016,0.047449411322878506,,0.1426606261731759
MARK3,14,10,9.0,5.0,5.0,5.0,16311.0,1328.0,252.0,121.0,-1.9612761879360328,0.536558826965399,-3.0129121643752734,-0.9096402114967919,-3.6552864091871684,0.00025689501600380894,5,5,6.5722e-06,0,5,9,0,0,5,5,0,5.342334251964811,2.0705268266103,1.2841762427846142,9.400492261145008,2.5801811323115533,0.009874850491347295,3.5222469715642076e-05,0.0008452674720125326,0.0781860459035072,0.00013593969392955915
MARS1,39,13,33.0,12.0,6.0,1.0,5721.0,1903.0,406.0,74.0,0.539206549994212,0.4294147499783525,-0.3024308943936308,1.380843994382055,1.2556777568106225,0.20923282691551526,7,6,1.31458e-05,8,0,25,6,7,0,5,1,-1.466337068793427,1.52010160809868,-4.44568147350826,1.5130073359214056,-0.964630956892085,0.334729688212442,0.25624509365909265,0.28240498755704707,,0.3439078888582559
MASP1,25,16,11.0,6.0,14.0,10.0,3566.0,226600.0,205.0,206.0,3.919802218329523,0.3952301088826692,3.1451654393136472,4.694438997345399,9.917772280586,3.484462310519189e-23,8,8,6.57479e-06,1,7,10,7,1,7,5,3,1.9459101490553132,1.01418510567422,-0.04185613172310654,3.9336764298337332,1.9186932820924165,0.05502316220738655,1.066210978270688e-22,5.528680199357113e-22,0.2004159804916878,1.6549448662723288e-21
MASP2,18,10,8.0,6.0,10.0,4.0,155719.0,115529.0,262.0,199.0,-0.5098394969076061,0.4614111308397328,-1.414188695419381,0.39450970160416876,-1.104957082374102,0.2691781861693969,5,5,6.57263e-06,3,2,5,8,3,2,3,2,-0.7717903078790584,0.9925621020147792,-2.7171762802473967,1.1735956644892798,-0.7775738226478917,0.43682029827220237,0.369281361295234,0.34754651885162646,,0.4609561048335613
MBD4,21,10,11.0,6.0,10.0,4.0,21398.0,25943.0,102.0,178.0,0.2835720486330757,0.42694249557191816,-0.5532198661575354,1.1203639634236868,0.6641926057353741,0.5065670454124108,5,5,6.57704e-06,3,2,8,8,3,2,3,2,-0.33647223662121295,0.9596918272869394,-2.217433654361048,1.544489181118622,-0.3506044618223166,0.7258851087312757,0.7355888767406471,0.5862056246749778,,0.7983605764530406
MBTPS1,15,12,15.0,12.0,0.0,0.0,112801.0,3331.0,661.0,86.0,-0.08821977934228187,1.4369499501560232,-2.9045899292347133,2.7281503705501495,-0.06139377320184535,0.9510456112721848,6,6,6.57203e-06,6,0,9,0,6,0,6,0,0.3794896217049037,2.0637609628396625,-3.6654075381605398,4.424386781570347,0.18388254673774782,0.8541055970208589,0.9811640550815124,0.9591053198422881,,0.9839201338879211
MCC,21,14,20.0,13.0,1.0,1.0,662410.0,168920.0,665.0,103.0,1.248502513683924,0.8458454847394055,-0.40932417289113454,2.9063292002589827,1.476040880053373,0.13993291818876658,7,7,6.57142e-06,6,1,14,0,6,1,7,0,1.900958761193047,1.69984656300332,-1.430679281537656,5.23259680392375,1.1183119715431247,0.26343377572126236,0.15853124997200957,0.2010303895106224,,0.23242569297744317
MCCC1,25,13,25.0,13.0,0.0,0.0,228712.0,1162.0,309.0,70.0,-1.3500672650869854,1.42831378682338,-4.149510845882831,1.44937631570886,-0.9452175548130656,0.3445478189595059,7,6,6.57289e-06,7,0,18,0,7,0,6,0,0.9028677115420144,2.0463106771424977,-3.1078275168370517,4.91356293992108,0.44121731935777897,0.6590556760113534,0.5637097650220342,0.42561789400880146,,0.6587377614169106
MCCC2,13,11,13.0,11.0,0.0,0.0,129023.0,1774.0,234.0,55.0,-0.9906389992045259,1.440362927746066,-3.813698462253483,1.8324204638444312,-0.6877704085002487,0.4915973735528354,6,5,6.57583e-06,6,0,7,0,6,0,5,0,0.14310084364067324,2.070550527560119,-3.915103618547569,4.201305305828916,0.06911246151007937,0.944900101897153,0.820683664228624,0.5713537806466482,,0.8624247229489264
MCM8,26,12,20.0,10.0,6.0,2.0,107567.0,300.0,407.0,48.0,-4.731803373257462,0.45383226544717387,-5.621298268556144,-3.8423084779587793,-10.426326494426483,1.8801724273192677e-25,6,6,6.57255e-06,6,0,14,6,6,0,4,2,-1.7626028849365993,1.541641276345988,-4.7841642636550965,1.2589584937818978,-1.1433288093546228,0.25290209792193385,2.8200935314332378e-24,3.396940591544682e-24,0.4510663656313251,4.794159003436504e-23
MCM9,45,11,4.0,3.0,41.0,8.0,155962.0,45070.0,286.0,328.0,-3.4630036937024933,0.49633376575039095,-4.4357999988843995,-2.490207388520587,-6.977167246453382,3.0119108760641795e-12,6,5,1.31454e-05,4,3,0,38,3,3,0,5,-4.595119850134591,1.5918261632196318,-7.715041799693647,-1.4751979005755347,-2.8866970252835205,0.003893089137591713,3.878488969549357e-13,2.5005864715230515e-11,0.04432132248950566,3.377123322266148e-12
MCPH1,30,10,24.0,5.0,6.0,5.0,401542.0,459012.0,376.0,415.0,1.460635002618453,0.44121100322077483,0.5958773267229485,2.3253926785139574,3.3105135455735106,0.0009312494484930041,5,5,6.57246e-06,3,2,21,4,3,2,2,3,1.22750330173613,0.9769586152153451,-0.6873003984720711,3.1423070019443315,1.256453735725089,0.20895150955465847,0.0018572524178543553,0.0027028947407479876,0.4096003101203901,0.005262215183920674
MED16,15,10,14.0,9.0,1.0,1.0,262251.0,154335.0,702.0,269.0,1.738508378521706,0.8576960279914441,0.0574550539754175,3.4195617030679943,2.0269516492841313,0.042667357661534226,5,5,6.57203e-06,4,1,10,0,4,1,5,0,1.9459101490553135,1.7274625854492434,-1.439854303065649,5.331674601176276,1.1264557423391377,0.25997266373944505,0.061024543871715534,0.07304319392492502,,0.10499162487808407
MED17,19,10,18.0,9.0,1.0,1.0,220200.0,232.0,240.0,76.0,-4.341097924927647,0.8514847839540607,-6.009977434861475,-2.672218414993819,-5.098268350455759,3.427746644666888e-07,5,5,6.59048e-06,4,1,14,0,4,1,5,0,2.2686835413183646,1.7198413898177554,-1.1021436418457475,5.639510724482477,1.3191237021913793,0.18712776035402623,1.126483333815964e-06,1.7995669884501165e-06,0.38465150739438725,5.4714904785346815e-06
MED23,18,11,18.0,11.0,0.0,0.0,5522.0,686.0,383.0,59.0,1.5259382025579775,1.433768389839705,-1.2841962036998282,4.336072608815783,1.0642850082143165,0.28719960732593586,6,5,6.57419e-06,6,0,12,0,6,0,5,0,0.653926467406664,2.0576311996677523,-3.3789565774080756,4.686809512221403,0.3178054782179888,0.750632494968043,0.5463730387531178,0.36749197066436956,,0.6458780623670962
MEFV,22,10,10.0,4.0,12.0,6.0,370001.0,323934.0,208.0,405.0,-0.3073191119675691,0.4186214100755867,-1.1278019988730918,0.5131637749379536,-0.7341218212228545,0.4628744953044781,5,5,6.57393e-06,2,3,8,9,2,3,2,3,0.2252466015109884,0.9532179721514654,-1.643026293322188,2.0935194963441646,0.2363012533246666,0.8131989144622346,0.7441903508277818,0.5471728305420487,,0.8063003194097668
MEI1,26,17,26.0,17.0,0.0,0.0,209796.0,6230.0,658.0,60.0,0.4536104866846813,1.427550740374132,-2.344337550552107,3.2515585239214695,0.3177543703741131,0.7506712652720539,9,8,6.57367e-06,9,0,17,0,9,0,8,0,0.6109090823229731,2.04019754314076,-3.3878046235800197,4.609622788225966,0.299436240562527,0.7646072139263104,0.8926248607648,0.7999690797078305,,0.9157099864742344
MFRP,17,10,17.0,10.0,0.0,0.0,229257.0,1713.0,357.0,89.0,-1.3409597021557236,1.4344792852695227,-4.152487437852747,1.4705680335412992,-0.934805901992354,0.3498883374259446,5,5,6.57687e-06,5,0,12,0,5,0,5,0,0.8209805520698303,2.064417153052692,-3.2252027169801583,4.867163821119819,0.39768152035349597,0.6908649609747155,0.5849643580852836,0.42998325804152226,,0.6769279605719489
MIB1,125,36,115.0,29.0,10.0,7.0,1526.0,392.0,335.0,48.0,1.039698997845901,0.32725978663371297,0.398281602455561,1.6811163932362412,3.1769836695810993,0.0014881541532432716,18,18,6.57635e-06,14,4,101,6,14,4,15,3,1.5781853689299958,0.6744524520368532,0.25628285365303527,2.9000878842069566,2.339950524553451,0.019286294611795693,0.00032887244902414227,0.004055504066472122,0.11193614127630441,0.0010921624586197097
MICAL1,30,14,30.0,14.0,0.0,0.0,230179.0,16453.0,633.0,61.0,1.472552645385738,1.4257811918466476,-1.3219271404682846,4.267032431239761,1.0328040892996442,0.30169558966241594,7,7,6.57808e-06,7,0,23,0,7,0,7,0,1.1420974006078486,2.0434985991731667,-2.86308625622961,5.147281057445308,0.5588931654124745,0.5762346341149797,0.4780069614225725,0.38261216877258436,,0.5795900312013018
MKS1,19,12,11.0,9.0,8.0,3.0,3242.0,10380.0,285.0,69.0,1.4658652807989379,0.4527784436622433,0.5784358382448431,2.3532947233530326,3.237489110441003,0.0012058654164968335,6,6,6.57186e-06,5,1,6,7,5,1,4,2,-1.442383827770934,1.065675530198726,-3.5310694861660634,0.6463018306241954,-1.353492490816562,0.17589834737312393,0.0020062201505514367,0.0033897161707824373,0.366661343820033,0.005617416421544023
MLH3,77,18,48.0,7.0,29.0,11.0,1411.0,329210.0,160.0,570.0,5.949217929684774,0.23500716058602109,5.488612358827151,6.409823500542396,25.31504961316762,2.1812210906785345e-141,9,9,6.57186e-06,3,6,45,23,3,6,4,5,1.2797511132130148,0.7099941218262467,-0.11181179480157222,2.6713140212276016,1.802481279593188,0.07146971742934229,5.105798627643271e-140,1.946739823430592e-139,0.22749839377770414,4.556925275171619e-138
MMACHC,38,10,0.0,0.0,38.0,10.0,70911.0,10318.0,55.0,179.0,-6.271299641868768,1.4234061406956422,-9.06112441300538,-3.481474870732156,-4.405839951486987,1.0537474861741343e-05,5,5,1.31453e-05,0,8,0,30,0,5,0,5,-1.2776605201170952,2.0372613833451587,-5.270619458567856,2.715298418333665,-0.6271460945375561,0.5305634744675521,7.320809660019664e-05,4.323998305335241e-05,0.6979857264106464,0.00027224260923198123
MME,28,10,22.0,7.0,6.0,3.0,3478.0,3715.0,333.0,66.0,1.307625224542611,0.4459228871751001,0.4336324257972969,2.181618023287925,2.9324021308400505,0.0033635091581251785,5,5,1.3147e-05,3,3,19,3,3,2,4,1,1.717651497074333,0.9531132715605781,-0.15041618837154425,3.5857191825202106,1.8021483367469429,0.07152207047771407,0.002245078888971198,0.008338699787852004,0.22749839377770414,0.006237300882200138
MMP19,61,13,24.0,7.0,37.0,6.0,14238.0,156122.0,210.0,114.0,1.9690235767247648,0.2599223548313823,1.459585122478415,2.4784620309711145,7.575429893293004,3.5794036362562293e-14,7,6,1.97145e-05,10,2,14,35,5,2,2,4,-2.330468572344164,0.769657473532208,-3.838969500899381,-0.8219676437889463,-3.0279295043402707,0.0024623552179612483,3.3463771920186953e-15,3.40759226171593e-13,0.030369047688188728,3.4627729204367366e-14
MMP20,16,10,16.0,10.0,0.0,0.0,132967.0,100180.0,272.0,65.0,3.213376382941158,1.4354872215465115,0.39987312844252587,6.026879637439791,2.238526637303849,0.025186732340855677,5,5,7.08045e-06,5,0,11,0,5,0,5,0,0.7375989431307791,2.0661013294505457,-3.3118852510026153,4.787083137264173,0.3570003719647838,0.7210915272724849,0.0909627493383549,0.047449411322878506,,0.14828174207211278
MMP21,79,10,47.0,5.0,32.0,5.0,1132.0,177716.0,118.0,256.0,5.4352516273031135,0.22958765536330428,4.985268091496043,5.885235163110184,23.673971576138353,6.68684736487558e-124,5,5,1.31403e-05,4,3,43,29,3,2,2,3,0.1370562464679579,0.7515472831222132,-1.335949361130507,1.6100618540664229,0.18236543401311242,0.8552959505686164,1.6287045307984669e-121,5.30489890946796e-122,0.8922012026631221,1.2921055944334505e-119
MMP3,68,11,68.0,11.0,0.0,0.0,182898.0,89345.0,242.0,49.0,4.203560448266811,1.419371410225275,1.421643603539445,6.985477292994176,2.9615648293209205,0.0030608004930058764,6,5,6.59465e-06,6,0,62,0,6,0,5,0,2.2633643798407643,2.042020115925931,-1.7389215030803662,6.265650262761895,1.1083947519363526,0.2676913704170505,0.006642468943613326,0.007641299132888796,0.4606781723456218,0.015704380217681835
MMUT,36,13,33.0,12.0,3.0,1.0,245734.0,197.0,330.0,46.0,-4.867485909115572,0.5662441103930733,-5.977303971943918,-3.757667846287226,-8.596091014062253,8.247739843048994e-18,7,6,1.97309e-05,8,3,25,0,6,1,6,0,3.0445224377234235,1.5628746049547049,-0.01865550034006258,6.1077003757869095,1.9480273261025056,0.051411693536193175,1.8362411375159424e-17,9.814810413228303e-17,0.2004159804916878,2.0810732891847348e-16
MNS1,48,12,43.0,10.0,5.0,2.0,21607.0,17566.0,205.0,51.0,1.860966048379722,0.45266974090211315,0.9737496593205023,2.7481824374389414,4.111090007189466,3.9379564057400116e-05,6,6,1.97109e-05,9,1,34,4,5,1,5,1,0.1910552367627092,1.0115026218601721,-1.7914534723510653,2.1735639458764835,0.18888259173402344,0.8501848377662482,0.0003784758010769571,0.00015116671363969722,0.8922012026631221,0.001251072786893275
MOCOS,30,11,30.0,11.0,0.0,0.0,329081.0,631874.0,218.0,321.0,4.763259222199498,1.425759975100845,1.9688210204031171,7.557697423995878,3.340856319004599,0.0008352043312981944,6,5,6.5716e-06,6,0,24,0,6,0,5,0,1.32687094064909,2.048087517753274,-2.6873068313333652,5.341048712631545,0.6478585163707509,0.5170764637803205,0.0037776909724005813,0.0024340240512118806,0.6925549017148183,0.009598830442327457
MOGS,18,11,3.0,2.0,15.0,9.0,57723.0,68215.0,114.0,403.0,-1.321069613303603,0.5918297036633904,-2.4810345174648614,-0.16110470914234498,-2.2321786235571843,0.02560315964818101,6,5,6.57039e-06,1,5,2,10,1,5,1,4,-0.13580154115906173,1.1591906416646676,-2.4077734500376855,2.136170367719562,-0.11715203373626494,0.9067395766226536,0.11057353698272178,0.047980724380055746,,0.17466704735766228
MOV10L1,21,12,21.0,12.0,0.0,0.0,619245.0,53590.0,638.0,61.0,1.314070127767696,1.430570481590855,-1.4897964934965002,4.117936749031893,0.9185637091479717,0.35832382133187246,6,6,6.57246e-06,6,0,15,0,6,0,6,0,0.8690378470236095,2.0538652056253377,-3.1564639851020044,4.894539679149224,0.42312311666968166,0.672205437206839,0.5837439856648168,0.4388391225230822,,0.676612347020583
MPDZ,72,35,70.0,33.0,2.0,2.0,180937.0,1729.0,1430.0,88.0,-1.3109973404281599,0.6440249418507328,-2.5732630316010985,-0.048731649255221,-2.03563131679458,0.04178739065210622,18,17,6.58276e-06,16,2,54,0,16,2,17,0,2.8042782331967637,1.5744696518063699,-0.2816255790950404,5.890182045488568,1.781093862291629,0.07489711826189198,0.021178428667042504,0.07172162722500923,,0.04370346262505303
MPO,45,13,43.0,12.0,2.0,1.0,27255.0,5117.0,407.0,83.0,1.1838809091680673,0.650554074234851,-0.09118164632803727,2.4589434646641717,1.819804004087575,0.06878885775652449,7,6,6.57298e-06,7,0,36,2,7,0,5,1,-0.027028672387919395,1.6002282942153303,-3.163418496091932,3.1093611513160937,-0.01689051023883618,0.9865239634209846,0.2504293309248464,0.11112046252977033,,0.3373708344912082
MRE11,36,11,35.0,10.0,1.0,1.0,6466.0,1699.0,333.0,46.0,1.827766674654078,0.8340136283463709,0.19313000047961704,3.4624033488285386,2.1915309444979423,0.02841339296802366,6,5,1.31612e-05,6,1,29,0,5,1,5,0,2.6112003751122925,1.68950025912918,-0.7001592846519888,5.9225600348765735,1.545546004507975,0.12221425021283105,0.023136974329854655,0.05232859072826959,,0.04733466954589176
MSH3,35,20,33.0,18.0,2.0,2.0,388554.0,1648.0,554.0,79.0,-2.8673129526227115,0.6560944535520571,-4.1532344520412305,-1.5813914532041922,-4.370274641249056,1.2409036349030088e-05,10,10,6.58814e-06,9,1,24,1,9,1,9,1,0.9473813189441862,1.2163111517036596,-1.4365447323894207,3.331307370277793,0.7788971741459499,0.4360402887055801,7.102866884049968e-05,5.005679069608747e-05,0.6284914434663839,0.0002669182608006146
MSH4,85,18,60.0,14.0,25.0,4.0,205425.0,10525.0,349.0,82.0,-2.107317640541896,0.23631438213160422,-2.570485318548676,-1.6441499625351161,-8.917432877057497,4.772213254894495e-19,9,9,6.57843e-06,9,0,51,25,9,0,5,4,-2.2415356236611306,1.4710188033799574,-5.124679498867055,0.6416082515447932,-1.523798076891171,0.12755916011912571,2.754271250923939e-18,6.195200479990308e-18,0.312045548721167,3.277582788599487e-17
MSH6,17,10,9.0,5.0,8.0,5.0,80288.0,51193.0,281.0,637.0,-0.3387881917738742,0.47216756086371303,-1.2642196057348758,0.5866432221871273,-0.7175168729383813,0.47305522908584463,5,5,6.57652e-06,3,2,6,6,3,2,2,3,-0.33647223662121284,0.9966978445881146,-2.2899641154826176,1.6170196422401917,-0.3375870013647516,0.7356744391023564,0.7153478274493557,0.555186512894029,,0.7833717006117177
MST1R,740,21,740.0,21.0,0.0,0.0,86365.0,88918.0,519.0,357.0,7.329604743614931,1.4146990011460898,4.556845652403807,10.102363834826056,5.181034790918068,2.2065832668656733e-07,11,10,6.57358e-06,11,0,729,0,11,0,10,0,4.1500123325936356,2.021961256715433,0.1870410912960403,8.112983573891231,2.0524687695228674,0.040124127157576905,1.7302323790540092e-07,1.1845868064226246e-06,0.1716475909105055,9.502968604958174e-07
MTMR2,24,11,8.0,7.0,16.0,4.0,54200.0,50095.0,204.0,72.0,-0.7420531672081161,0.42224581858996746,-1.5696397642670856,0.08553342985085333,-1.757396129311835,0.07885031262666217,6,5,6.57825e-06,6,0,2,16,6,0,1,4,-4.4520190064939165,1.616926780795041,-7.621137262490487,-1.2829007504973453,-2.753383183068354,0.005898281559394621,0.004033789206787616,0.1249595268850976,,0.010213210970377154
MTO1,79,11,28.0,10.0,51.0,1.0,35069.0,1051.0,310.0,91.0,-4.098791811085034,0.235551973419327,-4.560465195474251,-3.637118426695817,-17.400795890546036,8.136453549306746e-68,6,5,6.57566e-06,6,0,22,51,6,0,4,1,-3.3930158559208525,1.489197123962692,-6.311788584768359,-0.47424312707334604,-2.2784195599922845,0.02270159210737272,2.9417863985556978e-67,3.6308923963781353e-66,0.12443835673670973,1.3127721803554802e-65
MTR,18,11,18.0,11.0,0.0,0.0,235876.0,3175.0,540.0,53.0,-0.6969253500638537,1.4333084820088022,-3.506158353536882,2.1123076534091747,-0.4862354188311946,0.6268002618044208,6,5,6.57436e-06,6,0,12,0,6,0,5,0,0.653926467406664,2.0576311996677523,-3.3789565774080756,4.686809512221403,0.3178054782179888,0.750632494968043,0.8252353300152855,0.7025673264181421,,0.8652247072406959
MTRR,28,10,28.0,10.0,0.0,0.0,214001.0,116820.0,345.0,72.0,3.4377068121834995,1.4265696450941685,0.6416816863608421,6.233731938006157,2.409771457009079,0.015962516255270835,5,5,1.31472e-05,6,0,22,0,5,0,5,0,1.241713132308783,2.0489730594350424,-2.774200269476747,5.257626534094314,0.6060173053964688,0.5445032617589425,0.04993690341500437,0.03211276408614915,,0.089585299091239
MUTYH,47,20,45.0,18.0,2.0,2.0,44022.0,10888.0,242.0,68.0,1.5044279136408223,0.6496865226010794,0.23106572810163883,2.777790099180006,2.3156212439465538,0.020578957886447438,10,10,6.57082e-06,9,1,36,1,9,1,9,1,1.3460204619819507,1.2107822890602764,-1.0270692176951561,3.7191101416590575,1.1116948721034206,0.266269365353202,0.034010079429435694,0.039927651986205084,,0.06390314924372917
MYBPC3,17,11,17.0,11.0,0.0,0.0,126304.0,354.0,855.0,56.0,-2.320394529695954,1.4352601328638042,-5.133452698555184,0.49266363916327505,-1.6167066001241344,0.10594162855880446,6,5,6.57108e-06,6,0,11,0,6,0,5,0,0.5705448584676129,2.0593209258358165,-3.465649988780267,4.606739705715492,0.2770548540102101,0.7817379866019185,0.2891282187718884,0.15857929306286453,,0.3780907476247771
MYH14,16,15,16.0,15.0,0.0,0.0,494749.0,30972.0,1175.0,151.0,0.7255557016034917,1.435493075057101,-2.087959025565079,3.5390704287720625,0.5054400569467258,0.6132497902828846,8,7,6.5722e-06,8,0,8,0,8,0,7,0,0.0,2.0579830217101063,-4.0335726033467205,4.0335726033467205,0.0,1.0,0.9131184743529945,0.6884596702232384,,0.9260889072273268
MYH2,55,20,55.0,20.0,0.0,0.0,171549.0,949.0,844.0,60.0,-0.4871614021155164,1.4209423046438692,-3.2721571433268415,2.2978343390958087,-0.3428439005041895,0.7317158974479606,10,10,6.57229e-06,10,0,45,0,10,0,10,0,1.466337068793427,2.029092436833797,-2.51061102870343,5.443285166290284,0.7226566134569524,0.4698908772166741,0.7109020312318208,0.782377418484744,,0.7796990019961906
