gene,n_ptc_trig,n_ptc_evad,n_syn_trig,n_syn_evad,log_or,se,ci_lower,ci_upper,z,p_value,category,use_ai_filter
SIGLEC12,18,5,106,56,0.5791182928487694,0.5127972526037811,-0.42594585362573,1.5841824393232686,1.1293318946391315,0.25875785104712046,Other Genes,False
ZDBF2,0,98,0,318,1.173565926834175,2.0033202444166016,-2.7528696017223426,5.100001455390692,0.5858104464850231,0.55800290284485,Other Genes,False
SLC30A6,2,15,13,14,-1.753090328068901,0.7794586072061245,-3.2808011256326575,-0.22537953050514425,-2.2491127968329736,0.024505320591603926,Other Genes,False
PRPF18,10,3,30,11,0.12323264042394806,0.7075986065117801,-1.2636351438498703,1.5101004246977665,0.17415613780168812,0.8617427556452071,Other Genes,False
SPATA31A7,0,15,8,70,-1.318440658163194,1.482007957137514,-4.223122878954502,1.5862415626281137,-0.8896312950368709,0.37366389645744147,Other Genes,False
GSPT2,0,18,0,85,1.5307456438584355,2.0163704918706786,-2.4212678996974084,5.482759187414279,0.7591589194693547,0.44775749705814527,Other Genes,False
GAREM2,2,22,10,126,0.2916424736678778,0.7399916742926643,-1.1587145568052384,1.741999504140994,0.394115885082964,0.6934954836011711,Other Genes,False
GPR174,0,22,0,57,0.9382696385929302,2.0153996498938542,-3.0118410896536583,4.8883803668395185,0.4655501645256048,0.6415375217375281,Other Genes,False
RPAP3,8,6,45,1,-3.1439832312540608,0.979866267056057,-5.064485824349639,-1.2234806381584826,-3.2085840047335736,0.0013339033573545192,Other Genes,False
KRTAP13-4,0,11,0,38,1.2083112059245342,2.0280361307711354,-2.7665665697328548,5.183188981581923,0.595803589290635,0.5513064456413732,Other Genes,False
OR5M10,0,20,0,89,1.4738137391364472,2.014932671868323,-2.4753817289985287,5.423009207271423,0.7314456506230902,0.464506990108584,Other Genes,False
R3HDM2,13,9,88,90,0.3737451855298852,0.4490950798594498,-0.5064649966287758,1.2539553676885462,0.8322183926995007,0.405285683933006,Other Genes,False
CNTN6,52,7,191,15,-0.5681376356401864,0.4712950387263725,-1.4918589376362865,0.35558366635591376,-1.2054818934133515,0.2280173238311206,Other Genes,False
SEMA5A,37,5,288,29,-0.3607119818644402,0.4958319857327279,-1.3325248162835648,0.6111008525546844,-0.7274883271828242,0.4669268634388378,Other Genes,False
NACAD,1,14,25,424,0.5435500122686573,0.8815915056224273,-1.184337587827741,2.2714376123650553,0.6165554100761172,0.5375280132964325,Other Genes,False
ZNF600,0,24,0,66,0.9985288301111273,2.0139150728160247,-2.9486721805306417,4.945729840752897,0.49581476577108125,0.6200251061207629,Other Genes,False
IL1RL2,12,0,89,12,1.2503658438956464,1.4734901371768805,-1.6376217565460232,4.138353444337316,0.8485742879088917,0.3961182192875422,Other Genes,False
ARHGAP32,20,21,73,174,0.8170112864344362,0.33856789114520813,0.15343041346815078,1.4805921594007216,2.413138716937658,0.015815798938685347,Other Genes,False
TCP11,10,5,41,22,0.03444904689877426,0.5878750777528251,-1.1177649329054469,1.1866630267029956,0.05859926403149638,0.9532712968951621,Other Genes,False
SNX29,18,2,109,25,0.544233903117949,0.7088033298594809,-0.8449950955286974,1.9334629017645955,0.7678207482826618,0.4425936861245304,Other Genes,False
SRGAP2,11,2,179,24,-0.46544578688260296,0.7303039633675907,-1.8968152528499398,0.9659236790847339,-0.6373315909944278,0.5239088776419896,Other Genes,False
TXNDC11,7,4,65,59,0.41475179367636855,0.622598951024775,-0.8055197271446075,1.6350233144973445,0.6661620502149936,0.50530752675334,Other Genes,False
PCBP2,5,5,28,7,-1.3350010667323402,0.7294226595520203,-2.764643208961721,0.09464107549704082,-1.8302160609491345,0.06721763708661462,Other Genes,False
TC2N,16,6,66,5,-1.5608956514184398,0.6413329792357155,-2.8178851928182165,-0.3039061100186631,-2.433830322087254,0.014939996691685272,Other Genes,False
MYCBP2,76,10,329,61,0.3073763045389227,0.35721849704384495,-0.39275908427854117,1.0075116933563866,0.8604714119862481,0.389529235690825,Other Genes,False
UBXN2B,18,1,9,10,2.612389082533097,0.9598030911877461,0.7312095915549015,4.4935685735112925,2.7217969045091253,0.006492803161763619,Other Genes,False
KLHL28,0,12,5,44,-1.1281347279344316,1.5113868108232722,-4.0903984438568965,1.8341289879880338,-0.7464235626880467,0.45541158989898367,Other Genes,False
FBXO46,0,14,0,151,2.346436975522895,2.018803154670456,-1.6103444995070433,6.3032184505528335,1.1622911179301783,0.24511723327006818,Other Genes,False
ZNF749,0,16,0,84,1.6333911534565932,2.0180288353075353,-2.321872683509488,5.5886549904226746,0.8093993132698099,0.418285497090944,Other Genes,False
PM20D2,6,7,12,27,0.6453565167235968,0.6352504415922302,-0.5997114699603396,1.8904245034075333,1.0159088045748321,0.30967281573547756,Other Genes,False
WNT5B,9,3,29,47,1.4748682778059485,0.667778691089133,0.16604609362794953,2.7836904619839475,2.2086183603739578,0.02720119718994363,Other Genes,False
SEMA3C,12,4,49,23,0.2766789991074501,0.6041336225650781,-0.9074011429698174,1.4607591411847176,0.4579764952208828,0.6469693281276909,Other Genes,False
CDHR3,23,3,137,21,0.048666470681736386,0.6181034156056342,-1.1627939626264996,1.2601269039899723,0.07873515896049803,0.937243279469354,Other Genes,False
KBTBD8,0,31,2,48,-1.1778616603222503,1.5660027421582194,-4.247170634643325,1.8914473139988246,-0.7521453370502759,0.4519636620877675,Other Genes,False
MAATS1,30,5,82,12,-0.1740910576574391,0.5538287453584326,-1.2595754521629716,0.9113933368480935,-0.3143409566882792,0.7532620945759092,Other Genes,False
MFSD9,0,11,17,43,-2.2249341587639795,1.4721032180622098,-5.110203447691424,0.6603351301634652,-1.5113982032406343,0.13068702686501485,Other Genes,False
PCDHB3,0,20,0,366,2.8835736351823438,2.0128360590881003,-1.061512547413869,6.828659817778556,1.4325923972609693,0.15197435572318682,Other Genes,False
ADGRE3,15,0,116,6,0.5478981083809825,1.4922955383788885,-2.376947401131449,3.4727436178934137,0.3671512071772161,0.7135062325558128,Other Genes,False
FBXO33,0,10,0,43,1.421385680931161,2.029341420506964,-2.5560504155978414,5.398821777460164,0.7004172223400804,0.48366678386525175,Other Genes,False
ADGRG7,15,3,79,34,0.6532793578068609,0.6259349313987213,-0.5735305644001821,1.880089280013904,1.0436857331912048,0.29663081267268976,Other Genes,False
COL15A1,21,8,167,67,0.01913101825070931,0.4300507537478016,-0.8237529706192855,0.8620150071207041,0.04448548940790482,0.9645174183018319,Other Genes,False
SCN7A,74,37,227,87,-0.2690532526182877,0.23646069712066062,-0.7325077027340166,0.19440119749744117,-1.1378349801658407,0.255189395429935,Other Genes,False
RASAL2,21,13,75,66,0.33843254109606286,0.38583458771680385,-0.41778935481873297,1.0946544370108586,0.8771441230781174,0.3804083614825241,Other Genes,False
DCLK1,22,6,173,42,-0.16496039114775965,0.47705733283968194,-1.0999755820742734,0.7700547997787541,-0.3457873504759555,0.7295025322810711,Other Genes,False
MORN1,11,1,67,19,0.795168794952257,0.9053839265762692,-0.9793510933186873,2.5696886832232013,0.8782669667653662,0.3797988578696977,Other Genes,False
GAS2L3,8,9,8,57,1.8004931491968095,0.5982880409047315,0.627870136642509,2.97311616175111,3.009408555909128,0.0026175686191249846,Other Genes,False
IL1RAPL2,17,11,48,50,0.46026338389814064,0.42955781424744016,-0.3816544613045885,1.3021812291008699,1.0714818090423865,0.283952845751524,Other Genes,False
PDGFD,21,9,49,16,-0.2818511521409877,0.4822684590658966,-1.2270799627897744,0.6633776585077988,-0.5844279194349633,0.5589324473298671,Other Genes,False
G3BP2,7,6,20,13,-0.2746343570593054,0.6403390110390271,-1.5296757565917947,0.9804070424731838,-0.42888899836615935,0.668004006908355,Other Genes,False
SPZ1,0,55,0,163,1.0804299695849193,2.006024482893738,-2.8513057689923924,5.0121657081622315,0.5385926137981992,0.5901679852154049,Other Genes,False
OVCH2,12,1,86,17,0.5223200031917258,0.9029785254651088,-1.2474853855329715,2.2921253919164233,0.5784412236411577,0.5629662689437173,Other Genes,False
TACC3,9,4,61,75,0.9523098832727279,0.5974868833967553,-0.2187428894199952,2.123362655965451,1.5938590615726638,0.11096760549837814,Other Genes,False
PZP,44,3,219,5,-1.1438779195999742,0.7032497325281137,-2.5222220674925033,0.23446622829255492,-1.626560049284122,0.1038305700541954,Other Genes,False
ANKRD36B,16,0,107,8,0.9590828773950335,1.479038689490909,-1.9397796857484684,3.8579454405385354,0.6484501617230538,0.5166938354873073,Other Genes,False
ANKRD12,12,53,33,114,-0.22492362543043187,0.3705077050586828,-0.9511053833400389,0.5012581324791752,-0.6070686853727033,0.5438053307485065,Other Genes,False
CXorf57,10,3,46,24,0.4578330936254803,0.6657883175808053,-0.8470880301604137,1.7627542174113744,0.6876556429963404,0.49166965915681826,Other Genes,False
STMND1,6,5,9,15,0.656602309981872,0.7109455834248712,-0.736825428498692,2.050030048462436,0.9235619789897155,0.35571441710675245,Other Genes,False
IL12RB2,23,2,41,23,1.6720166831894188,0.7135844508682151,0.27341685955992556,3.070616506818912,2.3431237622331644,0.01912303851286276,Other Genes,False
KHSRP,10,1,92,126,2.258943812704509,0.8835274251858249,0.5272618799868849,3.990625745422133,2.556733099970727,0.010566025280522123,Other Genes,False
PRAMEF33,0,30,5,87,-1.3439831630481678,1.491989825197429,-4.26822948573534,1.580263159639004,-0.9007991477893114,0.3676951207623944,Other Genes,False
OSGIN2,3,11,11,40,0.0693708718694527,0.695930087880412,-1.2946270361339496,1.4333687798728552,0.09968080569807658,0.9205977394686102,Other Genes,False
PAPLN,21,4,177,45,0.20271725539877733,0.544376409228139,-0.8642409007216132,1.2696754115191677,0.3723843501708795,0.70960670420703,Other Genes,False
AKAP1,5,10,47,73,-0.21007146974685703,0.5583138461583191,-1.304346500287199,0.8842035607934848,-0.3762605408988689,0.7067232113333184,Other Genes,False
THUMPD3,2,13,21,26,-1.4773071557116693,0.747209174888568,-2.9418102274111533,-0.012804084012185468,-1.9770998608682522,0.048030343514678164,Other Genes,False
RPN2,10,0,60,18,1.8596498047709062,1.4716728831204249,-1.0247760431693511,4.744075652711164,1.26362986374244,0.20636290951563596,Other Genes,False
HK2,9,1,97,13,-0.13133600206108698,0.9253433464892303,-1.9449756345137468,1.6823036303915728,-0.14193218393948384,0.8871335725419225,Other Genes,False
PPEF2,16,4,83,29,0.2588266156192252,0.5733259420410175,-0.8648715821836677,1.382524813422118,0.45144759139593926,0.6516669893799686,Other Genes,False
KRT73,7,4,68,69,0.5253186310685576,0.6201149771696971,-0.6900843904579266,1.7407216525950417,0.8471310166804791,0.39692209853288674,Other Genes,False
CCDC177,0,10,0,303,3.3640063533360753,2.024483387966934,-0.6039081743787449,7.331920881050896,1.6616616235682442,0.09658063991481497,Other Genes,False
FAM118A,9,3,46,3,-1.5881605139868153,0.8355818964454617,-3.225870937153597,0.04954990917996649,-1.9006641009610175,0.05734602354722755,Other Genes,False
FAM65C,22,4,124,59,0.8711085090809221,0.5399125094585219,-0.187100564260422,1.9293175824222661,1.61342531210206,0.10665213759219286,Other Genes,False
SLC44A3,16,3,55,11,-0.023438572972017468,0.6717848510330482,-1.3401126863563972,1.2932355404123623,-0.034889999284703155,0.9721674551742082,Other Genes,False
FREM3,11,40,46,374,0.8271845516206745,0.36854237622992586,0.10485476743320932,1.5495143358081398,2.244476090056497,0.024801785626351856,Other Genes,False
AZGP1,9,2,20,23,1.471576601738091,0.7723968132954567,-0.042293334094512636,2.9854465375706942,1.9052080179610793,0.05675303637098382,Other Genes,False
ZNF91,0,37,7,164,-1.2294805638731485,1.471760519702721,-4.114078176358435,1.6551170486121374,-0.8353808567452874,0.40350330473781904,Other Genes,False
C6orf15,0,10,0,57,1.7004096906398272,2.0279618831688926,-2.274322562391227,5.675141943670882,0.8384820763902956,0.40176000999094075,Other Genes,False
NRP2,19,4,113,34,0.27549355590928376,0.5579429661156012,-0.8180545631047464,1.3690416749233139,0.49376651851580783,0.6214710814404094,Other Genes,False
IFNA7,0,22,0,23,0.04348511193973889,2.021632418599832,-3.9188416184945343,4.005811842374012,0.02150990038528189,0.982838905925576,Other Genes,False
KLHL1,33,12,126,57,0.1973594341584952,0.3676237056507697,-0.5231697887801673,0.9178886570971577,0.5368517620732002,0.5913700136266558,Other Genes,False
BPIFB6,7,3,61,17,-0.49469624183610705,0.7017482730952048,-1.8700975833158866,0.8807050996436726,-0.704948285307704,0.4808424197404454,Other Genes,False
KANSL2,11,4,41,11,-0.34507675327451787,0.6482527680177322,-1.6156288314676717,0.925475324918636,-0.5323182102711495,0.5945056218833356,Other Genes,False
PLEKHG4B,14,17,206,202,-0.20761275735743326,0.3686316060802183,-0.9301174288378175,0.514891914122951,-0.5631984722228469,0.573299743109541,Other Genes,False
SH2B1,9,8,58,393,2.0172799487298714,0.4924891165023593,1.0520190176072963,2.982540879852446,4.0960904132390255,4.201858826662778e-05,Other Genes,False
HELB,19,25,43,66,0.15617702297249078,0.3585022137848662,-0.5464744044237259,0.8588284503687075,0.4356375413241134,0.6630997285398453,Other Genes,False
SEC16B,25,1,138,11,0.3446900537980273,0.8944602234234931,-1.408419769715669,2.097799877311724,0.3853609638210034,0.6999699998308426,Other Genes,False
LILRA4,15,1,175,26,0.44488060590329254,0.8801230882402382,-1.2801289490097423,2.1698901608163275,0.5054754407054687,0.6132249437604202,Other Genes,False
PCDHB15,0,21,0,253,2.4673108878976207,2.012574570315972,-1.4772627861228593,6.4118845619181,1.2259475620375424,0.22021840884484845,Other Genes,False
C8orf34,44,3,123,30,1.1442117482221605,0.5908216711195095,-0.013777448457846564,2.3022009449021676,1.9366448526745275,0.052788771210844104,Other Genes,False
NLRP8,13,15,84,214,0.7934078655241262,0.3938102681431301,0.021553923221529936,1.5652618078267224,2.0146957296597523,0.043936539930053024,Other Genes,False
PCDHB10,0,25,0,289,2.4294768448486694,2.010639181381885,-1.5113035365649221,6.370257226262261,1.2083107040512973,0.22692777268847797,Other Genes,False
TMPRSS11E,12,0,45,9,1.652455297517791,1.4856786933495272,-1.2594214340458092,4.564332029081392,1.1122561728284996,0.2660280219852148,Other Genes,False
CTTNBP2NL,3,9,6,82,1.5424672863279167,0.7462873505402516,0.07977095715120508,3.005163615504628,2.0668543895475318,0.03874787663228487,Other Genes,False
SIMC1,7,12,34,66,0.14541699985850368,0.5073030993052108,-0.848878804025256,1.1397128037422632,0.2866471741601087,0.7743824896749374,Other Genes,False
OR2B11,0,15,0,117,2.0255983096590127,2.018174117198546,-1.929950274581056,5.981146893899082,1.0036786679589234,0.31553352244549304,Other Genes,False
HOXA4,0,10,0,72,1.9322113046971514,2.0270745419659266,-2.0407817915340916,5.905204400928394,0.9532018999277779,0.34048778395660784,Other Genes,False
SLC2A13,15,2,36,41,1.9529304586992526,0.7183382036676035,0.5450134507915516,3.3608474666069537,2.718678261476584,0.006554332754856191,Other Genes,False
SUGP2,11,15,10,127,2.1982481188790066,0.5045333321638776,1.2093809588378224,3.187115278920191,4.356992846143598,1.3186157603364965e-05,Other Genes,False
TRIM11,1,11,37,52,-1.7004096906398272,0.8940567510623041,-3.452728722856836,0.051909341577181634,-1.9019035297473312,0.05718376766034262,Other Genes,False
PAK4,4,9,38,84,0.03887889123916859,0.6043953388450413,-1.1457142053209945,1.2234719877993319,0.06432692104056185,0.9487099179507997,Other Genes,False
NIM1K,19,18,24,62,0.9891371726770966,0.4026815514357686,0.19989583462427674,1.7783785107299164,2.456375687314975,0.014034635002161509,Other Genes,False
LSM14B,8,3,38,12,-0.23762640198458035,0.7136773574325033,-1.636408319134006,1.1611555151648452,-0.3329605451396909,0.7391640658630386,Other Genes,False
CLSTN1,10,3,127,27,-0.4353180712578455,0.6520422950782558,-1.7132974860080654,0.8426613434923744,-0.6676224449605683,0.5043746267524643,Other Genes,False
IFI44,9,6,28,6,-1.0986122886681098,0.66936028033137,-2.410534330799229,0.21330975346300973,-1.6412869435937198,0.10073786507199764,Other Genes,False
ITIH5,22,10,176,84,0.02557071003667354,0.3964625853580263,-0.751481678482695,0.8026230985560421,0.06449715806999004,0.9485743699336823,Other Genes,False
KYAT3,9,2,28,13,0.5877866649021191,0.7838526336417174,-0.9485362662225167,2.124109596026755,0.7498688397222175,0.4533337031774962,Other Genes,False
DCBLD1,20,7,46,57,1.2178545008120918,0.4701175404408173,0.29644105304753743,2.139267948576646,2.5905319330781413,0.009582773047614299,Other Genes,False
RAB11FIP2,1,14,3,42,0.22805756611663874,1.022191704812281,-1.7754013606110304,2.2315164928443076,0.22310645355757416,0.8234526557292404,Other Genes,False
IDI2,8,2,4,12,2.245426679154097,0.9054663334689764,0.47074527634136887,4.020108081966825,2.4798566176961354,0.013143522363950763,Other Genes,False
CYP4B1,10,2,85,30,0.40429483295997404,0.7346569858898406,-1.0356064003748642,1.8441960662948123,0.5503178227731393,0.5821014018978508,Other Genes,False
EHBP1L1,14,28,51,208,0.7226017957210896,0.35814365181770935,0.020653136866726207,1.424550454575453,2.017631171329221,0.04362968796806349,Other Genes,False
MGRN1,12,1,74,26,1.0866091438067538,0.8932106887600577,-0.6640516367691751,2.8372699243826824,1.2165205337109983,0.22378669383115535,Other Genes,False
FAP,29,2,91,19,0.9221750247598445,0.7043502808371918,-0.45832615818172406,2.302676207701413,1.3092562746816057,0.1904475556275005,Other Genes,False
PRSS36,17,3,110,16,-0.29221722761717217,0.6422717316049801,-1.551046689851109,0.9666122346167647,-0.45497444965691897,0.6491276204825795,Other Genes,False
EIF4G3,48,6,110,33,0.8162915389150592,0.4619147438342899,-0.08904472292819388,1.7216278007583123,1.76719091523067,0.07719626063463902,Other Genes,False
ZNF512,13,4,58,25,0.26826398659467937,0.593806365463375,-0.8955751035041646,1.4321030766935234,0.4517701429241844,0.6514345809586963,Other Genes,False
MAP7D3,16,2,60,58,1.853453038233395,0.703014226968354,0.47557047275615383,3.2313356037106358,2.636437453372942,0.008378164422017952,Other Genes,False
INO80D,5,12,31,61,-0.15193092308894537,0.5566186990802946,-1.2428835264078608,0.93902168022997,-0.27295332215748774,0.7848890970116311,Other Genes,False
ENPP2,27,5,103,25,0.20854475189305702,0.5167778441507727,-0.8043212106507105,1.2214107144368245,0.40354816727052445,0.6865450077963278,Other Genes,False
ZNF136,0,40,0,43,0.07145896398214505,2.011884654688687,-3.8717625002564846,4.014680428220775,0.035518419913194474,0.9716663586750718,Other Genes,False
SEPT7,11,2,28,8,0.3162183797167153,0.7998070391418829,-1.2513746115829925,1.883811371016423,0.3953683379130892,0.692571072306639,Other Genes,False
NOX5,10,1,138,23,0.1720402445780334,0.9009318342697308,-1.5937537031162479,1.9378341922723146,0.19095811473626553,0.848558408829218,Other Genes,False
AKAP11,5,40,15,134,0.16417029324262472,0.527693673557917,-0.8700903018005288,1.1984308882857784,0.3111090798866783,0.7557176986944969,Other Genes,False
DEFB119,0,12,0,19,0.44468582126144574,2.032555546911831,-3.539049847262855,4.428421489785746,0.2187816327760786,0.8268201552018101,Other Genes,False
NLRX1,0,17,10,116,-1.1488320456471361,1.4700219873757252,-4.030022197385551,1.7323581060912792,-0.7815067090921711,0.4345045323101625,Other Genes,False
CLEC12B,5,6,20,20,-0.1670540846631662,0.6581985348465095,-1.4570995076393567,1.1229913383130241,-0.2538050083963236,0.7996462039776127,Other Genes,False
ATP12A,19,1,190,9,-0.4334110384987237,0.9101984507103249,-2.217367220675116,1.3505451436776685,-0.4761720239805801,0.6339518285795211,Other Genes,False
PDE4A,7,4,93,48,-0.14557201458521316,0.6219881827031457,-1.3646464514928978,1.0735024223224716,-0.2340430552113718,0.814951553503922,Other Genes,False
ZNF738,0,24,8,54,-2.033685759937699,1.475402321133918,-4.925421172066978,0.8580496521915792,-1.3783940358550564,0.1680816638102649,Other Genes,False
ZBED4,0,17,0,185,2.3608540011180215,2.0155727951930618,-1.5895960856791063,6.311304087915149,1.1713067405694404,0.24147550298398812,Other Genes,False
STAU2,13,2,34,16,0.9488000104394496,0.7507766924502329,-0.5226952671951117,2.420295288074011,1.2637579455789287,0.20631691984073497,Other Genes,False
ARHGAP18,17,0,49,4,1.157452788691043,1.516432359047742,-1.8147000200336432,4.129605597415729,0.7632736018755736,0.4453002419812703,Other Genes,False
PBX3,10,1,44,6,0.022223136784710256,0.9686190303020457,-1.8762352773474105,1.9206815509168311,0.022943113948298524,0.9816956494784309,Other Genes,False
ZBTB48,7,3,36,40,0.8661297655709443,0.6863936460561701,-0.47917705991628257,2.2114365910581713,1.261855744946779,0.2070006989290557,Other Genes,False
MFAP1,20,2,19,6,1.0055218656020977,0.8086462099911699,-0.5793955822154089,2.590439313419604,1.243463276249174,0.2136971655385771,Other Genes,False
DKK1,8,3,31,17,0.2995165300987838,0.7016054684982893,-1.0756049195142146,1.6746379797117823,0.42690164707505285,0.6694509658204051,Other Genes,False
AMPH,17,8,141,33,-0.7186195608190741,0.460117159041293,-1.6204326212088964,0.18319349957074837,-1.5618186513982668,0.11833071664499067,Other Genes,False
TRMT44,13,7,38,46,0.7765807362016911,0.5048631594061102,-0.21293287335538902,1.7660943457587712,1.5382004444832393,0.12399961235638807,Other Genes,False
ANKRD52,15,0,140,12,1.0145083600196012,1.4668447657317656,-1.8604545517257522,3.889471271764955,0.6916262604744633,0.48917206582640793,Other Genes,False
TNIP1,9,2,72,8,-0.8085193316320182,0.7979369149040181,-2.3724469467788953,0.7554082835148591,-1.0132622222763976,0.31093492694617975,Other Genes,False
VPS54,22,0,64,6,1.5117994428701844,1.487882547199069,-1.4043967628657081,4.4279956486060765,1.0160744513847135,0.3095939342120213,Other Genes,False
CABP1,7,5,26,22,0.14652550452203753,0.6303426121186504,-1.0889233131514182,1.3819743221954932,0.2324537508729567,0.8161856048530549,Other Genes,False
GK2,0,27,0,105,1.3445249482435957,2.01142792795303,-2.5978013480423696,5.286851244529561,0.6684430148147931,0.5038508456724496,Other Genes,False
ABCB8,13,0,103,26,1.9334099862910819,1.4565272942445913,-0.9213310529278909,4.788151025510055,1.327410748793293,0.18437284596675507,Other Genes,False
ADAM21,0,41,0,268,1.8671574867122667,2.006943143272379,-2.066378793121206,5.80069376654574,0.9303489702592234,0.3521904305876874,Other Genes,False
SF3A1,15,0,185,18,1.1287030545219356,1.4573815624831497,-1.7277123196777482,3.9851184287216195,0.7744732632673098,0.4386509732862318,Other Genes,False
BSX,10,4,13,49,2.1465808445174646,0.6416669009201049,0.8889368286426276,3.4042248603923015,3.345319575373795,0.000821878125081418,Other Genes,False
LUZP2,21,6,55,20,0.2002926236239993,0.5168716354918566,-0.8127571665703544,1.2133424138183528,0.3875094121452423,0.6983791183096908,Other Genes,False
MARCH8,5,7,24,75,0.8153046104004583,0.6076288956219168,-0.3756261409843463,2.006235361785263,1.3417805115505286,0.17966717292808243,Other Genes,False
TTC16,10,4,67,29,0.019560525854493572,0.6051226630691319,-1.1664580999899707,1.2055791516989578,0.03232489385752669,0.9742129571478698,Other Genes,False
SPATA31D1,0,56,9,310,-1.2404957159453023,1.4581436434231192,-4.09840474134063,1.617413309450026,-0.8507362916818885,0.3949158584342146,Other Genes,False
GLTSCR1,4,13,107,569,0.5686556466514097,0.5543956602723267,-0.5179398806676538,1.6552511739704732,1.0257216774966786,0.30502279338981064,Other Genes,False
ATP13A3,20,2,86,11,0.08633677570157823,0.7397957171987595,-1.3636361859249693,1.5363097373281258,0.11670353544150391,0.9070949885462967,Other Genes,False
ZNF418,0,38,0,90,0.854691609412142,2.0092346178908356,-3.083335878144993,4.792719096969277,0.42538168604189286,0.6705584543956038,Other Genes,False
ADAMTS4,6,8,64,54,-0.43672850872720775,0.55258095560007,-1.5197672802460716,0.6463102627916562,-0.790343033543287,0.4293274612913913,Other Genes,False
MROH2A,21,0,318,19,0.9679921062510455,1.4494596912692879,-1.8728966856793043,3.8088808981813953,0.6678296140842506,0.5042423607449238,Other Genes,False
FAM155A,2,21,4,131,1.223167251582083,0.8223979650186651,-0.38870314081353174,2.8350376439776976,1.4873179453384495,0.136930857098557,Other Genes,False
CYLC2,2,17,7,54,0.03738753207162041,0.7802722693582039,-1.4919180140057953,1.566693078149036,0.04791600770635193,0.9617831817395053,Other Genes,False
PON1,9,15,27,17,-0.9415333490617631,0.5131138084611332,-1.947217933615768,0.06415123549224166,-1.8349405795285305,0.06651449419031065,Other Genes,False
UPF3A,13,8,44,11,-0.8905186318548772,0.5487709583688749,-1.9660899460194015,0.185052682309647,-1.622751018934725,0.10464264023865243,Other Genes,False
HLA-DRA,14,3,13,9,1.069987794093272,0.7307646918977927,-0.3622846831999107,2.502260271386455,1.4642029177881029,0.14313851324387086,Other Genes,False
KIR2DL3,16,4,409,210,0.6338317339595728,0.5385358661171169,-0.4216791680130606,1.6893426359322063,1.1769536141196058,0.23921402098141653,Other Genes,False
FAM169A,6,4,23,22,0.3242396681855786,0.6804895384957672,-1.0094953191224079,1.657974655493565,0.47648001893212855,0.6337324390558705,Other Genes,False
SLC6A12,15,0,111,18,1.637733345669252,1.4586085125734674,-1.2210868065182827,4.4965534978567865,1.1228052843183736,0.2615202005981013,Other Genes,False
ARSI,0,11,13,78,-1.3750852765851707,1.4743708655953525,-4.264799073007206,1.5146285198368648,-0.9326590131919826,0.35099605337976725,Other Genes,False
KCTD18,7,10,11,43,0.9939416661042211,0.581821670323206,-0.14640785315419946,2.134291185362642,1.7083269957134453,0.08757568490601259,Other Genes,False
TPRG1,5,5,19,24,0.22825865198098017,0.6750812850679739,-1.094876353389266,1.5513936573512264,0.33812024867197554,0.7352725720137935,Other Genes,False
ZNF735,0,37,8,99,-1.8573966328680342,1.4677751792241471,-4.734183121549186,1.019389855813117,-1.265450362670554,0.2057099313054389,Other Genes,False
ARHGAP20,23,10,52,71,1.1145094440890195,0.41330971408991823,0.30443729001223285,1.924581598165806,2.696547906073533,0.007006231899535284,Other Genes,False
TRPC5,10,9,81,74,0.010279563695679412,0.475598581342591,-0.9218765268341422,0.942435654225501,0.021613949450102896,0.9827559060794728,Other Genes,False
PALD1,21,2,140,15,-0.05260526158913751,0.7198230300995201,-1.4634324758266881,1.3582219526484132,-0.07308082596616074,0.9417417995158122,Other Genes,False
TAF1L,0,79,0,249,1.143701893531287,2.004142368292299,-2.7843449682124284,5.071748755275002,0.5706689862087088,0.5682240456487039,Other Genes,False
RABGAP1L,29,6,109,19,-0.21292199724267166,0.498155528228158,-1.1892888912693875,0.7634448967840443,-0.4274207254107842,0.6690729144426631,Other Genes,False
GOLGA6L2,7,45,70,1646,1.347985086583556,0.41243557241881007,0.5396262186995271,2.156343954467585,3.268353111924926,0.0010817531159905984,Other Genes,False
C7orf25,0,11,0,57,1.6094379124341003,2.0259190077806557,-2.3612903784111063,5.580166203279307,0.7944236202202376,0.42694885793054516,Other Genes,False
CNTRL,53,1,168,3,-0.29995623550325196,0.9884367755536463,-2.2372567165832997,1.6373442455767957,-0.30346527256155514,0.761535308892057,Other Genes,False
NPY1R,0,13,0,76,1.7346010553881064,2.021669104848494,-2.2277975787722726,5.696999689548485,0.8580044336771419,0.3908900152245002,Other Genes,False
TEX26,15,0,12,4,2.412335956953165,1.5384207328473185,-0.6029132724972954,5.4275851864036255,1.5680599626919995,0.1168671391385189,Other Genes,False
EFCAB6,40,4,239,21,-0.21327590438113345,0.545527793515929,-1.2824907322379573,0.8559389234756904,-0.3909533243147326,0.6958317372836096,Other Genes,False
TRIM51GP,14,8,35,101,1.58460858793073,0.47395549041886226,0.6556728964347412,2.5135442794267187,3.343370042048291,0.0008276745101725595,Other Genes,False
WDR76,6,7,28,18,-0.5752341988309989,0.6134502918181609,-1.7775746771001804,0.6271062794381826,-0.9377030323453004,0.3483970450593372,Other Genes,False
ARHGAP27,8,2,63,63,1.2237754316221157,0.7410419163688754,-0.22864003549542278,2.6761908987396543,1.651425384435265,0.09865174506046799,Other Genes,False
